id,title,genre,Imdb Link,Poster,IMDB Score
4353,Uncommon Valor (1983),Action|War,http://www.imdb.com/title/tt69920,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjk5ODdlZGUtZWE5OC00N2VhLWIwYzktYTY4YTQyNzQyMmQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg",6.6
4354,Unlawful Entry (1992),Crime|Thriller,http://www.imdb.com/title/tt65126,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNzRlMzUtODIwMS00N2IwLWE1ZTgtODYzNWY0MGJhODY3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",7.4
4355,Youngblood (1986),Action|Drama,http://www.imdb.com/title/tt105267,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzODA0NjU2Nl5BMl5BanBnXkFtZTcwMjMxOTUzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6.5
4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,http://www.imdb.com/title/tt95564,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MDk5MzM4MF5BMl5BanBnXkFtZTcwNDU0NDUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.7
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance,http://www.imdb.com/title/tt85919,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxODI5Nzg5Ml5BMl5BanBnXkFtZTcwNTYxMjAzMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",6.6
4359,"Seven Year Itch, The (1955)",Comedy,http://www.imdb.com/title/tt77928,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDU1MjQ0YWMtMWQ2MS00NTdmLTg1MGItNDA5NTNkNTRhOTIyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",7.7
4360,There's No Business Like Show Business (1954),Musical,http://www.imdb.com/title/tt100157,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.8
4361,Tootsie (1982),Comedy|Romance,http://www.imdb.com/title/tt104928,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNTIzMDg3NF5BMl5BanBnXkFtZTcwMjgzODEyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",5.8
4363,Too Late the Hero (1970),Action|War,http://www.imdb.com/title/tt89643,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MTkxNTk1NF5BMl5BanBnXkFtZTcwOTE5MzkxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",7
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,http://www.imdb.com/title/tt107630,"https://images-na.ssl-images-amazon.com/images/M/MV5BODc1NDMwMDE4OF5BMl5BanBnXkFtZTcwOTAzMTkyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6.8
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,http://www.imdb.com/title/tt69293,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNjQwMjc5Nl5BMl5BanBnXkFtZTgwOTk4MjI2MTE@._V1_UY268_CR4,0,182,268_AL_.jpg",8.1
4368,Dr. Dolittle 2 (2001),Comedy,http://www.imdb.com/title/tt74958,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5MjcxNTg2MF5BMl5BanBnXkFtZTgwMzY2MTUxMDE@._V1_UY268_CR9,0,182,268_AL_.jpg",8.1
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,http://www.imdb.com/title/tt93640,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzliYmFjZmYtMTQ4OS00MmM1LWI2NDItYWNkMTBhZWY2M2QwL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",7.1
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,http://www.imdb.com/title/tt79640,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NjE4NTAzOF5BMl5BanBnXkFtZTcwMDk5MjUxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",7
4371,Baby Boy (2001),Crime|Drama,http://www.imdb.com/title/tt63374,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDVhNzQxZDEtMzcyZC00ZDg1LWFkZDctOWYxZTY0ZmYzYjc2XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX182_CR0,0,182,268_AL_.jpg",7.7
4372,Crazy/Beautiful (2001),Drama|Romance,http://www.imdb.com/title/tt75029,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNDYxMTk2MF5BMl5BanBnXkFtZTgwMjQxNjU3MTE@._V1_UY268_CR1,0,182,268_AL_.jpg",7.9
4373,Pootie Tang (2001),Comedy,http://www.imdb.com/title/tt165643,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzU0NTAzMDQzMl5BMl5BanBnXkFtZTcwNTUxNjgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",5
4376,Down From the Mountain (2000),Documentary,http://www.imdb.com/title/tt186151,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NTgyOTIxN15BMl5BanBnXkFtZTYwMTUwODY3._V1_UX182_CR0,0,182,268_AL_.jpg",7.4
4378,Sexy Beast (2000),Comedy|Crime|Drama,http://www.imdb.com/title/tt217756,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMjYyOTA4OV5BMl5BanBnXkFtZTYwMDAyNjE3._V1_UX182_CR0,0,182,268_AL_.jpg",5.3
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,http://www.imdb.com/title/tt122459,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNDEzODU3Nl5BMl5BanBnXkFtZTcwMjI0NzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.9
4381,"Closet, The (Placard, Le) (2001)",Comedy,http://www.imdb.com/title/tt160797,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjZmNWI1MTgtZjVjNi00M2FjLWI4YjUtNzkwNmYyMzM4NjMwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",6.4
4382,Wolves (1999),Documentary|IMAX,http://www.imdb.com/title/tt172632,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2OTk4MTQ1NV5BMl5BanBnXkFtZTcwNDYzNDQzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",6.6
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,http://www.imdb.com/title/tt183503,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NzY4ODgwNl5BMl5BanBnXkFtZTYwMzI0NDg4._V1_UY268_CR1,0,182,268_AL_.jpg",6.5
4386,Cats & Dogs (2001),Children|Comedy,http://www.imdb.com/title/tt51406,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGY2MDUyYWEtNDdkYS00MDVhLWJjMjgtMmNlNThlYzhhNjkyXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR3,0,182,268_AL_.jpg",6.9
4387,Kiss of the Dragon (2001),Action,http://www.imdb.com/title/tt16640,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzEzMzk5NzIwOF5BMl5BanBnXkFtZTcwMjAzNjMyMQ@@._V1_UY268_CR9,0,182,268_AL_.jpg",6.6
4388,Scary Movie 2 (2001),Comedy,http://www.imdb.com/title/tt119062,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MDExMzQyMV5BMl5BanBnXkFtZTYwNjk3NDI5._V1_UX182_CR0,0,182,268_AL_.jpg",5.6
4390,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller,http://www.imdb.com/title/tt77572,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTNjZGYyYzktMDYyOC00NDMwLTg3MGItNjU2MGQwN2I5MjlhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",6.3
4393,Another Woman (1988),Drama,http://www.imdb.com/title/tt59287,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNjY0MzU4OF5BMl5BanBnXkFtZTcwMzMzODE0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",4.3
4394,Beach Blanket Bingo (1965),Comedy|Musical,http://www.imdb.com/title/tt97940,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxNTgyMTkxODJeQTJeQWpwZ15BbWU3MDAzNzMxMzM@._V1_UY268_CR3,0,182,268_AL_.jpg",7.6
4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime,http://www.imdb.com/title/tt67698,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NjIwNjkwN15BMl5BanBnXkFtZTcwOTkwNjk5Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.9
4396,"Cannonball Run, The (1981)",Action|Comedy,http://www.imdb.com/title/tt96211,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzgzNzY1MTA0NF5BMl5BanBnXkFtZTcwODM2NzI5NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.6
4397,Cannonball Run II (1984),Action|Comedy,http://www.imdb.com/title/tt82031,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0OTI2Mjg2OF5BMl5BanBnXkFtZTYwNzk0NDI5._V1_UY268_CR9,0,182,268_AL_.jpg",6.9
4398,Speed Zone! (a.k.a. Cannonball Run III) (1989),Action|Comedy,http://www.imdb.com/title/tt86927,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjlhOWNmZTYtMThmOS00NWNkLTgwODItNzFiZmUyYWI2YThiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",6.3
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,http://www.imdb.com/title/tt98067,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3OTIwNzI2OV5BMl5BanBnXkFtZTgwNjgwNTcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",7
4401,Donovan's Reef (1963),Action|Comedy|Romance,http://www.imdb.com/title/tt93773,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2QwYmFmZTEtNzY2Mi00ZWMyLWEwY2YtMGIyNGZjMWExOWEyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",7.8
4404,Faust (1926),Drama|Fantasy|Horror,http://www.imdb.com/title/tt102713,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDQ0MTY5M15BMl5BanBnXkFtZTcwMjkwNTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.7
4405,"Last Laugh, The (Letzte Mann, Der) (1924)",Drama,http://www.imdb.com/title/tt82934,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGE2OWVhYzgtMTRmYS00NjI0LTg3MGItZDlkN2Q3ZTQ5MzgxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,http://www.imdb.com/title/tt108167,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWM0MjVmMTctNjg3Ny00NjljLTg3MDAtY2RmZmU5MDIwZDQ2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UY268_CR8,0,182,268_AL_.jpg",7.6
4407,Salvador (1986),Drama|Thriller|War,http://www.imdb.com/title/tt99014,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDExMjkzOF5BMl5BanBnXkFtZTcwMDgxMjIyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",6.8
4408,September (1987),Drama,http://www.imdb.com/title/tt57710,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5OTAwNzI4OF5BMl5BanBnXkFtZTcwMTg1MjcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.6
4409,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller,http://www.imdb.com/title/tt191754,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDlkMmE5ZTEtNTA0YS00OTBjLTgyYmEtMGExMzJkOTRjNDg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6
4410,Something Wild (1986),Comedy|Crime|Drama,http://www.imdb.com/title/tt144084,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMTYwMTI0N15BMl5BanBnXkFtZTgwNTU2NTYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.6
4411,Sons of Katie Elder (1965),Western,http://www.imdb.com/title/tt171433,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNzg3MzQ3Nl5BMl5BanBnXkFtZTYwOTY4Nzc5._V1_UY268_CR1,0,182,268_AL_.jpg",6.4
4412,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi,http://www.imdb.com/title/tt149367,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzY3NTExMF5BMl5BanBnXkFtZTcwNjU2ODkxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6.3
4414,X: The Man with the X-Ray Eyes (1963),Sci-Fi|Thriller,http://www.imdb.com/title/tt166175,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0MDk3ODQ4M15BMl5BanBnXkFtZTcwMDQ1NDkyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",6.9
4415,Cheech & Chong's Nice Dreams (1981),Comedy,http://www.imdb.com/title/tt236216,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MTk0NDEyNF5BMl5BanBnXkFtZTYwNTM4MTk4._V1_UY268_CR7,0,182,268_AL_.jpg",7.7
4416,"Day the Earth Caught Fire, The (1961)",Sci-Fi,http://www.imdb.com/title/tt160644,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjMxNjg1NjY2OF5BMl5BanBnXkFtZTcwOTIwNDMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.6
4417,"House by the Cemetery, The (Quella villa accanto al cimitero) (1981)",Horror,http://www.imdb.com/title/tt179063,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NzM1MTQ0NF5BMl5BanBnXkFtZTcwNzcxMDgyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg",6.3
4419,All That Heaven Allows (1955),Drama|Romance,http://www.imdb.com/title/tt64180,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNzg1MDc3OF5BMl5BanBnXkFtZTcwODEzOTEyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",7
4422,Cries and Whispers (Viskningar och rop) (1972),Drama,http://www.imdb.com/title/tt83833,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzcwMGNhNDMtYjVlOC00NjA4LTk1M2MtOTI2OGVmMDMxNWUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",7.2
4423,"Entertainer, The (1960)",Drama,http://www.imdb.com/title/tt102898,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyMzkzMDYxNF5BMl5BanBnXkFtZTcwNjExNzMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.6
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,http://www.imdb.com/title/tt68327,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTEyMzc0Mjk5MV5BMl5BanBnXkFtZTgwMjI2NDIwMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.8
4425,Howling III: The Marsupials (1987),Comedy|Horror,http://www.imdb.com/title/tt56687,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmI0M2VmNTgtMWVhYS00Zjg1LTk1YTYtNmJmMjRkZmMwYTc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg",8.1
4426,Kiss Me Deadly (1955),Film-Noir,http://www.imdb.com/title/tt93776,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NjYxNTE0MV5BMl5BanBnXkFtZTcwMDMwMzg4NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.4
4427,"Lion in Winter, The (1968)",Drama,http://www.imdb.com/title/tt51383,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyOTg0NTc2Ml5BMl5BanBnXkFtZTcwMTA1NTUxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",8
4428,"Misfits, The (1961)",Comedy|Drama|Romance|Western,http://www.imdb.com/title/tt48140,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGJlZTBiZTAtN2I3ZS00NzJmLWEwOTAtYjlkZjg0NzVmOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY268_CR0,0,182,268_AL_.jpg",7.3
4429,Moby Dick (1956),Drama,http://www.imdb.com/title/tt85701,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNjM1NDM3OF5BMl5BanBnXkFtZTcwNzU2OTY1Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
4430,Popcorn (1991),Horror,http://www.imdb.com/title/tt74860,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmEzYTg1YzktMWUwNy00ZmQ4LWJlYTItNjViOGMzNDJkODA4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",7.5
4432,Sweet Smell of Success (1957),Drama|Film-Noir,http://www.imdb.com/title/tt80487,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2I1NWE2NzctNzNkYS00Nzg5LWEwZTQtN2I3Nzk3MTQwMDY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",7.3
4433,Written on the Wind (1956),Drama,http://www.imdb.com/title/tt176783,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzg3NDFiMmEtZWI1Ni00ZWY2LTg2NmItYzg5ZTgxMjEzZDI4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR1,0,182,268_AL_.jpg",5.9
4434,"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller,http://www.imdb.com/title/tt199725,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NjY4NTI5MF5BMl5BanBnXkFtZTYwNjQ4OTc3._V1_UX182_CR0,0,182,268_AL_.jpg",7.2
4435,Colonel Redl (Oberst Redl) (1985),Drama,http://www.imdb.com/title/tt141926,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDE0YzUwMzMtY2NhZS00OGYxLWFhOWItN2ZlZThjOTA0NDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
4437,Suspiria (1977),Horror,http://www.imdb.com/title/tt159097,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTMyMjI3MmItODIzNS00OWNiLWE5NTQtYmNhNGNlOTYyYWExXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.2
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller,http://www.imdb.com/title/tt104549,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMTk3NTc1OV5BMl5BanBnXkFtZTcwMTc5NzMyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",6.2
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama,http://www.imdb.com/title/tt51852,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMzI5NjgyOV5BMl5BanBnXkFtZTcwMDQ5NjAyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.9
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller,http://www.imdb.com/title/tt44837,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTg2NmZmM2EtYmFjMi00MGI5LTg3MjItMWEzYzk4ZDgyODA1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",8.1
4441,Game of Death (1978),Action,http://www.imdb.com/title/tt77132,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNjI2OTY5OF5BMl5BanBnXkFtZTcwNDIyMjk1Mg@@._V1_UY268_CR4,0,182,268_AL_.jpg",7
4443,Outland (1981),Action|Sci-Fi|Thriller,http://www.imdb.com/title/tt84723,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDI5MTg1MF5BMl5BanBnXkFtZTcwMzU3MjcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",4.8
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime,http://www.imdb.com/title/tt144142,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzBjZGFkYWYtNTZkMy00NDc3LWJjNWMtZTc2YmRhNzFlN2FhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",5.2
4445,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX,http://www.imdb.com/title/tt132910,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjNlMDk3ZTUtMjMwYi00MTJhLWJhZTMtYThiNDE4MzQ5YmY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",5
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,http://www.imdb.com/title/tt158622,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTUzYzQzMGQtNTYyNS00NmUzLThmZmUtMmIyNjQzNDU4YWYwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",3.6
4447,Legally Blonde (2001),Comedy|Romance,http://www.imdb.com/title/tt198021,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NTIzNjIwNl5BMl5BanBnXkFtZTcwODY2MTU1MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",6.8
4448,"Score, The (2001)",Action|Drama,http://www.imdb.com/title/tt189584,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNjE5NDQ4NV5BMl5BanBnXkFtZTcwMzM2NTc0MQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",6.7
4450,Bully (2001),Crime|Drama|Thriller,http://www.imdb.com/title/tt180837,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwODA2NDc3MV5BMl5BanBnXkFtZTcwMTE3NjUyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",6.5
4451,Jump Tomorrow (2001),Comedy|Drama|Romance,http://www.imdb.com/title/tt162348,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwOTM0ODMxNV5BMl5BanBnXkFtZTcwMzg3NTAwMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",7.5
4452,Made (2001),Comedy,http://www.imdb.com/title/tt154421,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2FiYjg5YjctYTUwMi00MmU0LTk2NWQtODkyMjhhYmE1ZjNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.9
4453,Michael Jordan to the Max (2000),Documentary|IMAX,http://www.imdb.com/title/tt180793,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMDIzNDcyOF5BMl5BanBnXkFtZTcwMzA3NDYxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",6.1
4454,More (1998),Animation|Drama|Sci-Fi|IMAX,http://www.imdb.com/title/tt220100,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxOTAyOTIxM15BMl5BanBnXkFtZTcwMDYxMzQyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6.2
4458,Africa: The Serengeti (1994),Documentary|IMAX,http://www.imdb.com/title/tt106521,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMTEwNTcyMF5BMl5BanBnXkFtZTcwMTg1NTIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",3.5
4464,"Accidental Tourist, The (1988)",Comedy|Drama|Romance,http://www.imdb.com/title/tt112634,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4Njc0Njc4NV5BMl5BanBnXkFtZTcwNTkzMTMyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",3.3
4465,"Accused, The (1988)",Drama,http://www.imdb.com/title/tt115834,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3ODE5ODA2Nl5BMl5BanBnXkFtZTcwMjQxOTAzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",2.9
4466,Above the Law (1988),Action|Crime|Drama,http://www.imdb.com/title/tt156460,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjUzNDY5MV5BMl5BanBnXkFtZTcwNTU2MzMyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6.7
4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy,http://www.imdb.com/title/tt93185,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWJjMGU3NWYtMzQxMC00MjNmLTgwOTEtNmYxN2M4N2VlNmNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",7
4468,Apartment Zero (1988),Drama|Thriller,http://www.imdb.com/title/tt96324,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2FmZmEzNWMtODk2Ni00Mzk1LTg4ZGItZGI1OWQxNTdlODNjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",4.9
4470,Ariel (1988),Drama,http://www.imdb.com/title/tt172495,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",8.5
4471,Arthur 2: On the Rocks (1988),Comedy|Romance,http://www.imdb.com/title/tt167203,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjc3NzkyMjQzM15BMl5BanBnXkFtZTcwNjk1NzkxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",5.6
4472,Bad Dreams (1988),Horror|Thriller,http://www.imdb.com/title/tt153464,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MzIzNzAwMF5BMl5BanBnXkFtZTcwODAxODAwMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6
4473,Bat*21 (1988),Drama|War,http://www.imdb.com/title/tt188674,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNzQ1OTQ4Ml5BMl5BanBnXkFtZTcwNjc4MTIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",7.1
4474,Beaches (1988),Comedy|Drama|Musical,http://www.imdb.com/title/tt210130,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMDE0NzA0M15BMl5BanBnXkFtZTcwNTc1MjY5OA@@._V1_UY268_CR0,0,182,268_AL_.jpg",7.8
